ubicacion_sonda,fecha_medicion,intensidad_promedio,maximo_permitido,porcentaje_promedio,latitud,longitud
Bogota_AEROCIVIL,2020-07-29,6.984333333333334,28,24.943833333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-07-30,6.837666666666666,28,24.420333333333335,4.69578,-74.139405
Bogota_AEROCIVIL,2020-07-31,6.8966666666666665,28,24.63075,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-01,6.882000000000001,28,24.578833333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-02,6.95075,28,24.82408333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-03,7.097127071823204,28,25.346519337016577,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-04,6.9651250000000005,28,24.875791666666665,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-05,7.056666666666667,28,25.20225,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-06,7.180458333333333,28,25.644583333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-07,7.177041666666667,28,25.632,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-08,7.021416666666667,28,25.07629166666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-09,7.1034999999999995,28,25.369875,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-10,7.15625,28,25.558125,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-11,7.019083333333333,28,25.067958333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-12,6.998958333333333,28,24.996333333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-13,6.936041666666667,28,24.771666666666665,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-14,7.073875,28,25.263875,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-15,6.999375,28,24.99775,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-16,6.963583333333333,28,24.869833333333336,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-17,7.189333333333334,28,25.676083333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-18,7.068250000000001,28,25.243625,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-19,6.933958333333334,28,24.764208333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-20,6.973625,28,24.905583333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-21,6.88425,28,24.58654166666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-22,6.993458333333334,28,24.976583333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-23,7.027916666666667,28,25.099541666666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-24,6.890291666666667,28,24.607916666666664,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-25,7.005333333333334,28,25.018958333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-26,6.949625,28,24.82,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-27,6.906875,28,24.667375,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-28,6.6193333333333335,28,23.640541666666664,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-29,6.743125,28,24.082583333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-30,6.912208333333334,28,24.686625,4.69578,-74.139405
Bogota_AEROCIVIL,2020-08-31,6.7238750000000005,28,24.013458333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-01,6.890375000000001,28,24.608416666666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-02,6.9195,28,24.712458333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-03,6.844916666666666,28,24.446,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-04,6.8827083333333325,28,24.581083333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-05,6.711291666666667,28,23.968958333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-06,6.884874999999999,28,24.589083333333335,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-07,6.8808750000000005,28,24.574416666666664,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-08,6.906833333333334,28,24.667458333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-09,6.94775,28,24.813583333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-10,6.88275,28,24.581083333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-11,6.903791666666667,28,24.656208333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-12,6.813458333333333,28,24.333875,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-13,7.00425,28,25.015,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-14,6.912583333333333,28,24.688083333333335,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-15,6.980416666666667,28,24.93,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-16,6.912999999999999,28,24.689583333333335,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-17,6.833125,28,24.403833333333335,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-18,6.878208333333333,28,24.565083333333334,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-19,6.829,28,24.389208333333332,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-20,6.766,28,24.16433333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-21,6.935208333333334,28,24.76879166666667,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-22,6.783791666666667,28,24.227833333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-23,6.964208333333334,28,24.872,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-24,6.971208333333333,28,24.897375,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-25,6.9405,28,24.78708333333333,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-26,6.921125,28,24.717958333333335,4.69578,-74.139405
Bogota_AEROCIVIL,2020-09-27,6.911874999999999,28,24.685,4.69578,-74.139405
